date;firstname;middlename;lastname;city;country
1989-12-02;Annora;Noelle;Hanshaw;Bangalore;Maldives
1997-01-02;Magdalena;Scottie;Dannye;Toulouse;Congo
1989-02-23;Marleah;Miley;Gladstone;Bangalore;Fiji
1998-12-15;Corly;Andie;Pulsifer;Nouakchott;Suriname
1996-12-08;Althea;Aria;Jeanne;Labasa;Mongolia
1990-01-09;Gerrie;Rose;Bouchard;Frankfurt;Falkland Islands (Malvinas)
1991-01-09;Frank;Aurelia;Seessel;Willemstad;Niue
1992-10-22;Paola;Maisy;Gordon;Bangkok;"Korea, Democratic People""S Republic of"
1992-04-05;Ethel;Elowyn;Cassius;Rome;Indonesia
1999-12-18;Leia;River;Tristram;Semarang;Moldova, Republic of
1989-09-09;Merle;Maisy;Pearse;Fortaleza;South Africa
1985-05-16;Ardys;Tallulah;Zuzana;Ürümqi;Burkina Faso
1998-03-31;Jean;Dania;Tomasina;Pontianak;French Guiana
1994-03-27;Almeta;Kaeli;Aldric;Buffalo;Afghanistan
1986-05-03;Kristina;Clara;Macey;Zapopan;Bulgaria
1988-04-01;Beth;Miley;Zuzana;Kuwait City;Macao
1985-07-17;Christian;Alitzel;Ortrude;Luanda;Philippines
1989-06-28;Elora;Aurelia;Stoller;Guangzhou;"Lao People""S Democratic Republic"
1998-03-20;Melisent;Miley;Corrine;Malabo;Pitcairn
1994-10-21;Emmey;Zaya;Connelly;Nagpur;Cyprus
1998-06-02;Laure;Maisy;Stav;Johor Bahru;Hungary
1991-07-26;Arlena;Kya;Philoo;Mexicali;Aruba
1996-03-27;Elfreda;Daphne;Afton;Brasília;Jordan
1989-02-24;Roberta;Rose;Kussell;Srinagar;Gambia
1985-12-26;Alia;Aria;Francene;Mashhad;Bermuda
1987-03-06;Jean;Emryn;Phaidra;Pattaya;Georgia
1998-02-25;Aigneis;Kaeli;Si;Rochester;Bolivia
1996-02-01;Charlena;Avani;Alisia;Phuket (city);Czech Republic
1997-01-12;Marita;Alitzel;Kalinda;Pattaya;Saint Pierre and Miquelon
1997-01-27;Olivette;Aylani;Rese;Horta (Azores);Kazakhstan
1997-01-03;Viviene;Remi;Justinn;Bursa;RWANDA
1988-03-24;Corly;Lakelynn;Joeann;Belgrade;Portugal
1997-04-30;Alisha;Azari;Richers;Paramaribo;Gibraltar
1989-12-30;Wilma;Millie;Goddard;Xining;Equatorial Guinea
1998-03-29;Maud;Scottie;Oster;Tabriz;Finland
1985-10-04;Zaria;Rylee;Noelyn;Islamabad;Egypt
1995-07-13;Shauna;Hayden;Celestine;Dodoma;"Lao People""S Democratic Republic"
1992-03-05;Ottilie;Kya;Tengdin;Manaus;Finland
1988-03-17;Arlena;River;Elephus;Rio de Janeiro;Anguilla
1987-09-24;Ketti;River;Kauppi;Rio Branco;Papua New Guinea
1988-02-04;Leeanne;Parker;Jarib;Ürümqi;Guernsey
1988-02-08;Pamella;Hayden;Wu;Palma;Sao Tome and Principe
1994-08-15;Ira;Ainara;Rosette;Managua;Finland
1995-03-29;Lorne;Emryn;Mandler;Nouméa;Liberia
1997-06-20;Roberta;Millie;Vanni;Mashhad;Congo, The Democratic Republic of the
1998-03-03;Minne;Lyla;Mata;Charlottetown;Switzerland
1995-08-30;Danika;Rylee;Fosque;Santiago de Cuba;Portugal
1994-02-13;Melina;Arabella;Dash;Santa Cruz de Tenerife;Cayman Islands
1990-03-22;Rosanne;Aria;Killigrew;Buffalo;Kiribati
1998-02-25;Chloris;Zaya;Francyne;Pittsburgh;Guyana
1995-11-17;Lulita;Noelle;Sawtelle;Lviv;Montserrat
1992-06-23;Viki;Zaya;Brian;Chuí;"Korea, Democratic People""S Republic of"
1999-11-20;Marnia;Miley;Toor;Lobamba;Venezuela
1987-03-20;Marnia;Dania;Rogerio;Medan;Slovakia
1999-08-22;Gaylene;Rylee;Liva;Vatican City;Falkland Islands (Malvinas)
1994-05-11;Mellicent;Kai;Karl;Tel Aviv;Madagascar
1998-01-11;Juliane;Inaya;Schwejda;Caracas;Viet Nam
1999-12-06;Minda;Maisy;Fennessy;Abidjan;Niue
1996-10-28;Ernesta;Ailany;Hoenack;Labasa;Bulgaria
1999-05-21;Deirdre;Millie;Stuart;Udon Thani;Tajikistan
1999-01-05;Iseabal;Scottie;Faust;Port of Spain;Virgin Islands, British
1990-08-25;Rubie;Ivey;Ackerley;Moroni;Papua New Guinea
1999-09-18;Bernie;Aurelia;Kylander;Shigatse;Gabon
1997-02-26;Felice;Tallulah;Armanda;Bogotá;Nepal
1985-05-29;Zaria;Andie;Bari;Bujumbura;Costa Rica
1994-10-26;Nanete;Imogen;Girardo;Houston;Tokelau
1987-12-24;Elsie;Arely;Mich;Weno;Kenya
1991-08-04;Winifred;Ainara;Raffo;Bandar Seri Begawan;Aruba
1997-03-30;Madeleine;Elowyn;Slifka;Maputo;Croatia
1992-09-25;Stephanie;River;Bergman;Nicosia;British Indian Ocean Territory
1995-01-25;Lily;Aria;Stephie;Lhasa;Indonesia
1986-03-17;Cissiee;Arabella;Francyne;Freetown;Haiti
1999-11-12;Carmela;Adhara;Goerke;Mandurah;Lesotho
1993-06-28;Odessa;Lyla;Huggins;Gdańsk;American Samoa
1996-06-16;Frances;Aylani;Colbert;Brazzaville;Saint Kitts and Nevis
1995-06-25;Dione;Maisy;Arne;Malacca Town;New Zealand
1991-03-05;Jerry;Zaya;Garlinda;Basse-Terre;Cyprus
1996-09-21;Hettie;Alitzel;Malanie;Namangan;French Polynesia
1989-01-27;Charmaine;Dania;Prouty;Xining;Sao Tome and Principe
1986-12-16;Emelina;River;Joeann;Nicosia;Micronesia, Federated States of
1987-11-27;Jeanna;Azari;Eckblad;Zamboanga City;Nepal
1994-09-02;Fredericka;Noelle;Philipp;San Fernando;Guatemala
1997-08-29;Nicoli;Scottie;Pandolfi;Christchurch;Serbia and Montenegro
1989-05-09;Cassondra;Parker;Cassius;Zanzibar City;French Guiana
1988-02-29;Felice;Lakelynn;Syd;Dushanbe;Saint Pierre and Miquelon
1993-08-16;Chandra;Scottie;Land;Tórshavn;Guinea-Bissau
1988-12-23;Clementine;Elowyn;Clarissa;Gold Coast;Antigua and Barbuda
1988-07-01;Alisha;Parker;Matthew;Castries;Jordan
1988-11-20;Belinda;Ophelia;Sprage;Bern;Libyan Arab Jamahiriya
1996-01-29;Daphne;Avani;Dreda;Innsbruck;Honduras
1987-09-08;Angelique;Inaya;Marlie;Virginia Beach;El Salvador
1989-06-13;Sara-Ann;River;Ciro;Port of Spain;Israel
1993-12-24;Shel;Daphne;Mullane;Saskatoon;Venezuela
1987-10-13;Johna;Aurelia;Joli;Port Vila;Burkina Faso
1995-02-12;Mureil;Alitzel;Ioab;Douala;Hungary
1998-06-25;Linet;Aria;Dannye;Gothenburg;Colombia
1997-01-26;Etta;Maeve;Alwin;Wuhan;Argentina
1990-03-02;Aeriela;Adhara;Annice;Shijiazhuang;Egypt
1986-03-26;Willetta;Aurelia;Jorgan;Port of Spain;Netherlands Antilles
1991-02-22;Shaylyn;Lakelynn;Magdalen;Havana;Cyprus
1994-03-18;Halette;Arely;Ader;Port Elizabeth;Korea, Republic of
1994-04-12;Alie;Aylani;Herrera;N'Djamena;Sierra Leone
1997-11-03;Jillayne;Ailany;Barney;Bissau;Grenada
1987-11-03;Dania;Elowyn;Crudden;Durango;Tonga
1994-10-06;Rhoda;Kya;Pozzy;Los Angeles;Viet Nam
1995-09-05;Jinny;Daphne;Justinn;Davao City;Uruguay
1999-01-27;Donnie;Elowyn;Cherianne;Skopje;Gabon
1990-06-10;Peri;Eliana;Palocz;Boa Vista;Syrian Arab Republic
1989-03-26;Dorothy;Aylani;Birdella;Graz;Mexico
1986-03-08;Rubie;Remi;Devlen;Kota Kinabalu;Paraguay
1987-02-16;Ermengarde;Remi;Papageno;Birkirkara;Paraguay
1994-08-07;Allyce;Noelle;Kenney;Ushuaia;Myanmar
1986-01-29;Sabina;Imogen;Judye;Dhaka;Peru
1996-11-06;Daphne;Imogen;Aloise;Munich;Namibia
1986-09-02;Sonni;Kai;Zeeba;Addis Ababa;Papua New Guinea
1987-11-29;Ulrike;Daphne;Amasa;Koror;Myanmar
1988-06-08;Dulce;Kai;Felizio;São José dos Campos;Brazil
1990-03-18;Antonietta;Aurelia;Fillbert;Chaguanas;South Africa
1997-09-05;Thalia;Gianna;Madox;Wonsan;Svalbard and Jan Mayen
1990-04-12;Carly;Reese;Crudden;Reykjavík;Isle of Man
1999-12-30;Maye;Clara;Septima;Panama City;Lebanon
1991-05-29;Jaime;Kai;Hanshaw;Cardiff;Comoros
1986-08-20;Aaren;Eliana;Emmy;Mogadishu;Macao
1997-02-18;Abbie;Eliana;Amasa;Podgorica;El Salvador
1992-02-15;Gale;Ailany;Haymes;Cleveland;Slovakia
1999-01-06;Mary;Scottie;Montgomery;Philadelphia;Palau
1998-05-22;Jillayne;Inaya;Hourigan;Bishkek;Mauritania
1986-09-12;Ivett;Maisy;Obed;St. Louis;Libyan Arab Jamahiriya
1990-03-15;Sindee;Aleyna;Emerson;Bridgetown;Lebanon
1988-10-09;Raina;Lakelynn;Noam;Lilongwe;Namibia
1985-07-11;Tybie;Maeve;Gabrielli;Surat Thani;Slovakia
1990-02-20;Brana;Miley;Joachim;Cairns;Sudan
1990-11-18;Kathi;Aria;Podvin;Hat Yai;Ecuador
1987-08-21;Mariann;Ivey;Khorma;Juneau;Somalia
1988-10-31;Taffy;Ophelia;Tremayne;Maceió;Moldova, Republic of
1998-12-09;Lauryn;Scottie;Yam;Lyon;Senegal
1996-03-30;Charlena;Daphne;Durware;Kawasaki;Congo, The Democratic Republic of the
1999-05-27;Bee;Alitzel;Pandolfi;Anchorage;Syrian Arab Republic
1988-06-08;Marinna;Ivey;Shaddock;Livingstone;Gabon
1999-06-20;Merle;Aria;Rugen;Nassau;Burkina Faso
1988-08-13;Cordi;Inaya;Hoban;Calama;Albania
1997-03-28;Raina;Noelle;Kermit;San Antonio;American Samoa
1992-07-21;Joane;Andie;Bach;Shigatse;Morocco
1987-12-23;Tilly;Clara;Raffo;Mumbai;Virgin Islands, U.S.
1989-11-20;Renae;Ailany;Reidar;Belize City;Bulgaria
1998-11-03;Carly;Daphne;Dannye;Malmö;Kiribati
1987-08-11;Elie;Dania;Fitzsimmons;Yangon;Bahrain
1988-06-27;Gerianna;Alitzel;MacIntosh;Concepción;Netherlands
1993-02-01;Neila;Arely;Vacuva;Ambon;American Samoa
1997-02-12;Carol-Jean;Malia;Diann;Tagbilaran;Uganda
1988-12-02;Kayla;Azari;Pip;Bandar Seri Begawan;Gabon
1995-01-28;Dorice;Lyla;Middleton;Marrakech;South Georgia and the South Sandwich Islands
1989-08-31;Mamie;Ophelia;Skurnik;Vienna;Central African Republic
1993-07-05;Hyacinthe;Dania;Wadell;El Paso;Vanuatu
1987-10-16;Lelah;Scottie;Hirsch;Dar es Salaam;Mexico
1986-06-25;Deirdre;Gianna;Tyson;Changchun;Western Sahara
1990-08-12;Heddie;Rylee;Buttaro;Prague;"Lao People""S Democratic Republic"
1985-10-10;Katuscha;Miller;Roscoe;Nukuʻalofa;Cape Verde
1998-07-09;Neila;Ivey;Ferino;Split (city);Estonia
1999-10-08;Gilligan;Maeve;Cleo;Peshawar;Albania
1992-02-02;Iseabal;Imogen;Lorenz;Kathmandu;Ghana
1996-07-13;Christy;Arely;Liebermann;Bandar Seri Begawan;Sudan
1999-10-04;Gwyneth;Amara;Johanna;Rotterdam;Ukraine
1994-05-10;Georgina;Clara;Morgun;Chişinău;Swaziland
1988-06-25;Blinni;Halo;Bebe;Calgary;Japan
1999-09-06;Shell;Dania;Trinetta;Udon Thani;Virgin Islands, U.S.
1990-09-11;Elora;Kya;Leffen;Cali;Suriname
1994-08-13;Elmira;Miller;Dituri;Pago Pago;Saint Vincent and the Grenadines
1987-07-16;Sean;Lyla;Eben;Innsbruck;Bolivia
1989-06-26;Addia;Andie;Pettiford;Chaguanas;Cyprus
1991-08-11;Ericka;Parker;Rosalba;Medina;Colombia
1987-08-13;Florie;Zaya;Kelula;Alofi;Egypt
1990-12-17;Mildrid;Aylani;Kirbee;Mogadishu;Palau
1997-02-20;Cathie;Ainara;Elbertina;Jacksonville;Fiji
1990-12-26;Selma;Lyla;Ulphia;Glasgow;Fiji
1997-04-13;Maridel;Kaeli;Laurianne;Banda Aceh;Barbados
1985-10-23;Vivia;Miley;Mauer;Valdivia;Guernsey
1986-06-02;Anica;Lyla;Kellby;Port Moresby;France
1993-11-05;Raina;Aleyna;Ietta;Port Moresby;Fiji
1994-04-23;Christy;Arely;Adore;Copenhagen;Saint Kitts and Nevis
1998-02-19;Maye;Elowyn;Gualtiero;Surabaya;Cook Islands
1993-06-15;Pearline;Zaya;Dermott;Kyoto;Pakistan
1987-11-05;Shannah;Alitzel;Pelagias;Iloilo City;Myanmar
1995-02-22;Sharai;Aleyna;Ezar;Norilsk;Malta
1993-12-25;Tybie;Daphne;Koehler;Serekunda;Guatemala
1989-11-28;Jackie;Daphne;Letsou;Ilhéus;Denmark
1991-05-21;Mireielle;Imogen;Bouchard;Vladivostok;French Guiana
1989-01-08;Abbie;Maeve;Haldas;Melbourne;Palau
1998-12-25;Willetta;Gianna;Tremayne;Stanley;Virgin Islands, British
1987-10-11;Evita;Lyla;Brenn;Yangon;Cocos (Keeling) Islands
1992-04-27;Kelly;Maisy;Moina;Detroit;Moldova, Republic of
1987-06-21;Roseline;Maeve;Burkle;Pristina;Pitcairn
1987-12-29;Nataline;Arely;Rosette;Lahore;Bangladesh
1985-07-24;Mamie;Ivey;Nisbet;Port of Spain;Lebanon
1985-09-01;Caryl;Avani;Yusuk;Monterrey;Guyana
1990-03-01;Melisent;Aleyna;Delp;Fukuoka;Mexico
1994-04-09;Brooks;Ophelia;Breed;Palma;South Africa
1994-06-28;Clo;Aylani;Morgun;Raleigh;Greenland
1991-04-19;Caryl;Miley;Bearnard;Dededo;Martinique
1994-04-28;Maud;Adhara;Devlen;Makassar;Falkland Islands (Malvinas)
1994-08-28;Caressa;Blessing;Krystle;San Salvador;Liechtenstein
1997-02-15;Aurore;Lakelynn;Kinnard;Gothenburg;Timor-Leste
1995-06-13;Lily;Azari;Vins;Suez;Palestinian Territory, Occupied
1998-01-03;Clarice;Aurelia;Vacuva;Lisbon;Micronesia, Federated States of
1985-09-28;Collen;Malia;Ardra;Murmansk;Libyan Arab Jamahiriya
1988-11-15;Sissy;Rose;Brodench;Lima;Belarus
1994-10-01;Marcy;Kaeli;Cutlerr;Tunis;Hungary
1995-12-11;Atlanta;Halo;Riordan;Tashkent;Croatia
1991-02-02;Yvonne;Aylani;Hachmin;Shigatse;Barbados
1987-06-13;Dianemarie;Gianna;Arley;Nakhon Ratchasima;Bolivia
1990-03-22;Sharai;Andie;Belanger;Hong Kong;Tuvalu
1988-09-27;Sonni;Arely;Hutchison;Pristina;Grenada
1999-05-20;Ana;Rose;Christine;London;Solomon Islands
1988-09-06;Jolyn;Azari;Candy;Johor Bahru;Papua New Guinea
1995-07-14;Perry;Zaya;Alarise;Serekunda;Latvia
1986-02-13;Ulrike;Zaya;Kaja;Rome;Jamaica
1997-08-28;Rosaline;Aleyna;Yusuk;Saint-Denis;Belgium
1997-09-24;Ida;Miller;Colleen;Iloilo City;Canada
1987-08-19;Rhoda;Alitzel;Corrine;Manaus;Eritrea
1993-09-05;Dorice;Emryn;Wenoa;City of Halifax;Egypt
1996-07-11;Diena;Clara;Xerxes;Funafuti;French Guiana
1996-01-30;Hannis;Emryn;Winnick;Rockhampton;Nepal
1990-02-02;Ofilia;Alitzel;Malvino;Iloilo City;Oman
1992-11-13;Alia;Ivey;Khorma;Thessaloniki;French Polynesia
1997-11-19;Tobe;Alitzel;Lail;Durban;Bolivia
1991-07-26;Wileen;Gianna;Fredi;Rio Branco;Seychelles
1994-05-22;Modestia;Miller;Bord;Los Angeles;Svalbard and Jan Mayen
1997-04-06;Elfreda;Maeve;Frendel;Seville;Mozambique
1992-11-30;Elora;Millie;Docilla;Fairbanks;Åland Islands
1997-06-18;Magdalena;Aleyna;Alexandr;Guatemala City;Portugal
1995-02-21;Roseline;Miller;Atonsah;Vatican City;Egypt
1994-12-15;Luci;Emryn;Lorenz;Dededo;Netherlands
1990-11-29;Trixi;River;Rustice;Oslo;United Kingdom
1992-05-06;Raquela;Eliana;Weitman;Yokohama;Anguilla
1989-02-24;Stacey;Kai;Muriel;Yaren District;Reunion
1994-12-14;Grier;Elowyn;Honoria;Seoul;Malawi
1999-05-07;Alyda;Clara;Emanuel;Vancouver;Comoros
1985-04-26;Constance;Aylani;Barrus;Chuí;Costa Rica
1986-10-29;Corina;Maeve;Stuart;Jaipur;Montserrat
1987-07-21;Annora;River;Mallon;Thiès;Tokelau
1987-09-15;Dale;Miller;Calhoun;Santiago de Cuba;Oman
1997-01-11;Chloris;Dania;Salchunas;Jamestown;Comoros
1994-08-26;Jeanna;Blessing;Felecia;El Paso;Turkmenistan
1999-04-27;Reeba;Inaya;Kare;Gibraltar;Solomon Islands
1988-05-25;Veda;Rose;Shanley;Chihuahua;Netherlands Antilles
1996-06-26;Florie;Arely;Raffo;Montreal;Afghanistan
1987-06-11;Sissy;Imogen;Donoghue;Incheon;Jamaica
1988-12-24;Maryellen;Clara;Loleta;Wellington;Monaco
1999-05-16;Rosaline;Zaya;Brunell;Vienna;Puerto Rico
1998-05-10;Heddie;Ivey;Bennie;Bratislava;Belarus
1993-01-09;Pollyanna;Parker;Malvino;Tegucigalpa;Qatar
1991-05-25;Shannah;Lyla;Chandler;N'Djamena;AndorrA
1998-12-29;Jan;Emryn;Ader;Berlin;Kazakhstan
1997-07-27;Cordi;Amara;Marijo;Kaliningrad;Turkey
1993-11-24;Charissa;Arabella;Helve;Ulan Bator;Iceland
1987-10-07;Constance;Elowyn;Burnside;Melbourne;Croatia
1986-12-04;Catrina;Rowan;Klotz;Mérida;Sudan
1992-01-26;Brynna;Kai;Dom;Curitiba;Marshall Islands
1986-03-27;Livvyy;Ophelia;Lia;Concepción;Philippines
1986-12-03;Joeann;Noelle;Lesley;Cuiabá;Saint Kitts and Nevis
1985-06-05;Renae;Kai;Jenness;Tampere;French Guiana
1986-04-18;Carilyn;Scottie;Anyah;Omsk;Åland Islands
1996-01-28;Lyssa;Emryn;Shirberg;Johor Bahru;Nepal
1991-12-26;Christy;Dania;Zitvaa;Monaco;Kazakhstan
1990-03-31;Millie;Rose;Alfons;Valencia;Turkmenistan
1987-02-28;Shaylyn;Malia;Henrie;Manchester;New Zealand
1988-06-10;Rubie;Gianna;Gaspard;Veracruz;Haiti
1989-05-25;Orsola;Ophelia;Cleavland;Nassau;Dominica
1987-12-22;Nanete;Daphne;Naashom;Malé;Lebanon
1991-06-13;Tamqrah;Rose;Ivens;Kawasaki;India
1985-09-28;Genovera;Halo;Bashemeth;Pelotas;Gambia
1989-11-03;Joane;Remi;Ophelia;Philadelphia;Mayotte
1985-07-19;Arlina;Azari;Georgy;George Town;Serbia and Montenegro
1986-03-26;Gerrie;Halo;Parette;Faisalabad;Bulgaria
1997-06-16;Olivette;Maeve;Dunkin;Tijuana;Philippines
1998-02-21;Thalia;Gianna;Charmine;Charlotte Amalie;Tunisia
1989-11-10;Emilia;Hayden;Hylan;Nairobi;Argentina
1989-09-18;Genovera;Imogen;Georgy;Kraków;British Indian Ocean Territory
1993-01-20;Sibella;River;Vilma;Luanda;Guadeloupe
1993-11-28;Britte;Amara;Kalinda;Palikir;Russian Federation
1988-04-28;Pierette;Azari;Kimmie;Saskatoon;Jamaica
1991-05-13;Rori;Ailany;Tristram;Hamburg;Moldova, Republic of
1987-07-16;Leona;Amara;Nea;Omsk;South Georgia and the South Sandwich Islands
1998-04-07;Louella;Reese;Abernon;Turin;Tajikistan
1994-10-03;Ronna;Remi;Darian;Muscat;Japan
1998-06-12;Mady;Lakelynn;Waldron;Johannesburg;Malawi
1991-07-16;Vanessa;Kya;Jalbert;Fredericton;Gambia
1990-05-02;Constance;Ailany;Egbert;Denpasar;Trinidad and Tobago
1998-07-14;Ardys;Eliana;Dituri;Jinan;Djibouti
1987-06-29;Hildegaard;Aria;Boycey;Belgrade;Myanmar
1994-03-02;Kaia;Andie;Barbey;Chennai;India
1995-09-29;Leontine;Blessing;Jess;Gibraltar;Barbados
1993-08-27;Wanda;Aria;Girardo;Tiraspol;Belarus
1987-10-02;Talya;Aylani;Colp;Sabha;Djibouti
1993-06-13;Tami;Aleyna;Syd;Zürich;Canada
1993-12-02;Ninnetta;Andie;Kolnick;Novosibirsk;Uruguay
1989-02-17;Korrie;Lyla;Loring;Jakarta;Mongolia
1992-09-08;Perry;Parker;Raimondo;Nice;Mozambique
1991-07-04;Farrah;Avani;Erskine;Ambon;Falkland Islands (Malvinas)
1990-05-19;Jacenta;Hayden;Tufts;Malacca Town;Papua New Guinea
1994-01-04;Kore;Tallulah;Papageno;Apia;Christmas Island
1997-05-01;Sissy;Miley;Chandler;Kuwait City;Morocco
1993-07-05;Beatriz;Aleyna;Gamaliel;Pittsburgh;Liberia
1999-03-13;Iseabal;Clara;Bearnard;Oranjestad;Greenland
1992-12-23;Angelique;Miller;Nicoline;Montreal;Mozambique
1988-01-21;Chickie;Malia;Aida;Chennai;French Polynesia
1992-02-06;Kaja;Maisy;Aaberg;Bandar Seri Begawan;Ethiopia
1995-09-14;Dennie;Kai;Ogren;Fukuoka;Montserrat
1991-03-10;Ofilia;Reese;Torray;Invercargill;New Caledonia
1985-06-21;Kristina;River;Mauer;Salzburg;British Indian Ocean Territory
1994-03-04;Caritta;Reese;Serilda;Port Said;Lebanon
1993-12-25;Malina;Aylani;Urania;Bishkek;Brazil
1986-01-28;Zia;Arely;Tamar;Saint-Denis;Timor-Leste
1999-01-22;Nataline;Aylani;Ardra;Dallas;Cayman Islands
1997-03-27;Violet;Arely;Frendel;Denpasar;Costa Rica
1998-04-12;Tobe;Ophelia;Allina;Nouakchott;Northern Mariana Islands
1993-09-04;Nita;Emryn;Hurley;Magadan;Yemen
1985-09-27;Gertrud;Gianna;Bigner;Port Vila;Malawi
1985-06-26;Caryl;Elowyn;Arne;Vladivostok;Nicaragua
1987-08-14;Lesly;Kya;Nedrud;Birkirkara;Netherlands Antilles
1993-10-27;Tarra;Reese;Erich;Phoenix;Sri Lanka
1995-01-17;Lanna;Remi;Gregrory;Vaduz;Afghanistan
1987-04-17;Sadie;Eliana;Weaks;Manila;Western Sahara
1990-04-05;Ekaterina;Aleyna;Wiener;Port Louis;Togo
1990-06-09;Molli;Daphne;Vale;Wellington;Switzerland
1989-09-15;Nanete;Avani;Talia;Birkirkara;Germany
1996-07-30;Adore;Rylee;Leifeste;Manila;Tajikistan
1995-11-15;Claresta;Eliana;Maurine;Rabi Island;Bermuda
1988-12-29;Rosene;Aria;Sidonius;Ibiza;San Marino
1986-12-06;Catrina;Elowyn;Rillings;Kota Bharu;Panama
1996-01-13;Rhea;Maisy;Hurley;New Delhi;Kazakhstan
1998-07-25;Paola;Ophelia;Yuille;Nukulaelae;Virgin Islands, British
1988-08-21;Marjie;Clara;O'Carroll;Perm;Morocco
1997-03-08;Ada;Avani;Garlinda;Salzburg;Jersey
1996-01-16;Jessy;Scottie;Standing;Saint John;Guadeloupe
1991-11-03;Pollyanna;Aylani;Robertson;Guwahati;French Southern Territories
1998-01-29;Kathi;River;Jillane;Yamoussoukro;Antigua and Barbuda
1993-07-15;Annice;Rowan;Zuzana;Omdurman;Liechtenstein
1995-10-16;Corry;Reese;Phyllis;Pune;El Salvador
1991-02-25;Fawne;Aylani;Randene;Tunis;India
1997-09-01;Sibella;Dania;Karylin;Yerevan;Tuvalu
1992-01-10;Orelia;Tallulah;Havens;Nanning;Gabon
1995-05-01;Nessie;Andie;Mintz;Philadelphia;Estonia
1991-08-15;Halette;Miley;Zuzana;Kanpur;Holy See (Vatican City State)
1988-04-24;Berget;Rose;Christine;Budapest;Brunei Darussalam
1986-01-18;Nanete;Blessing;Grosz;Karachi;Bermuda
1995-07-06;Adore;Halo;Ogren;Puebla;Pitcairn
1997-06-02;Helsa;Kya;Hull;Ponta Delgada;Libyan Arab Jamahiriya
1996-12-23;Celisse;Blessing;Rogerio;Phnom Penh;Lithuania
1995-09-19;Althea;Ivey;Manolo;Rotterdam;Saint Pierre and Miquelon
1996-05-06;Orelia;River;Buffum;Tskhinvali;Turkey
1995-03-20;Alexine;Lakelynn;Whittaker;Xi'an;Iraq
1989-06-16;Nollie;Arely;Horan;Jaipur;Cocos (Keeling) Islands
1997-09-03;Rhoda;Lyla;Turne;Santiago;Estonia
1996-11-25;Roberta;Scottie;Anselmi;Raleigh;Jordan
1985-05-31;Drucie;Ivey;Ricarda;Petropavlovsk-Kamchatsky;Burkina Faso
1988-08-22;Bobinette;Malia;Jacqui;Dallas;Austria
1989-10-15;Dorthy;Tallulah;Aldric;Beijing;Togo
1988-03-02;Codie;Aria;Strephon;Dammam;Saudi Arabia
1991-11-11;Merry;Lakelynn;Weitman;Chongjin;Mauritius
1992-05-29;Joeann;Emryn;Euridice;Bridgetown;Puerto Rico
1999-06-18;Tracey;Clara;Gerge;Shillong;Brazil
1988-12-15;Luci;Lakelynn;Honoria;Faisalabad;Norfolk Island
1992-09-07;Ekaterina;Ivey;Malanie;Bogotá;Martinique
1987-09-04;Yvonne;Elowyn;Rozanna;Nanning;Kazakhstan
1989-08-10;Netty;Arely;Virgin;Bursa;Reunion
1993-11-03;Carilyn;Scottie;Thunell;Dongguan;Macedonia, The Former Yugoslav Republic of
1991-03-15;Charmaine;Lakelynn;Mozelle;Vilnius;Equatorial Guinea
1985-08-31;Linet;Lakelynn;Sherrie;Thessaloniki;Bangladesh
1993-09-07;Jaime;Lakelynn;Woodberry;Edmonton;France
1989-03-15;Danny;Blessing;Kendrick;San Juan;Syrian Arab Republic
1987-11-08;Gilligan;Parker;Weide;Bangui;Haiti
1995-11-03;Tori;Miller;Merriott;Hai Phong;Martinique
1988-04-23;Addia;Avani;Hoenack;Chişinău;French Southern Territories
1991-09-26;Malina;Eliana;O'Carroll;Nagpur;Thailand
1986-03-09;Priscilla;Rose;Rolf;Okinawa;New Caledonia
1991-06-11;Celestyna;Emryn;Baudin;Longyearbyen;Dominican Republic
1988-02-16;Fina;Avani;Fosque;Belmopan;Luxembourg
1996-08-16;Bettine;Ivey;Pulsifer;Manila;Brunei Darussalam
1999-05-03;Annora;Daphne;Wesle;Qingdao;Equatorial Guinea
1985-12-05;Jordan;Elowyn;Randene;Jacksonville;Saint Helena
1993-02-15;Shel;Reese;Borrell;Ankara;Philippines
1998-12-13;Sashenka;Hayden;Aloise;Mbabane;Sierra Leone
1993-03-30;Frances;Clara;Calhoun;Taichung;Monaco
1993-07-18;Nonnah;Aylani;Kaete;Ndola;Reunion
1989-02-05;Glynnis;Imogen;Engdahl;Lucknow;Ecuador
1985-03-07;Riannon;Aurelia;Schenck;Hobart;Saint Lucia
1987-01-13;Aigneis;Maeve;Milde;Havana;Benin
1990-05-02;Therine;Hayden;Dosia;Split (city);China
1986-02-07;Sandie;Miller;Arley;Kharkiv;Jersey
1995-01-11;Alejandra;Lakelynn;Laurianne;Quetzaltenango;Guernsey
1988-02-19;Celisse;Ainara;Germann;Port Blair;Jersey
1992-04-08;Berta;Miley;Alexandr;Kandy;Italy
1996-03-25;Augustine;Zaya;Rubie;Guatemala City;Virgin Islands, U.S.
1989-03-17;Ivett;Noelle;Barney;Nukulaelae;Honduras
1995-12-26;Mahalia;Malia;Dominy;Dammam;Djibouti
1986-11-17;Bettine;Inaya;Wilona;Phuket (city);Belarus
1995-12-27;Marylou;Daphne;Jaylene;Paris;Cameroon
1996-06-12;Sherrie;Aria;Rona;Novosibirsk;Marshall Islands
1993-08-23;Averyl;Rose;Bord;Philadelphia;Yemen
